"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK","Jän.21","63.0","Physiotherapie","36960","14272","51232"
"ÖGK","Jän.21","66.0","Logopäde","2712","1224","3936"
"ÖGK","Jän.21","75.0","Ergotherapeut","1475","853","2328"
"ÖGK","Jän.21","","Gesamt","41147","16349","57496"
"ÖGK","Feb.21","63.0","Physiotherapie","48124","13470","61594"
"ÖGK","Feb.21","66.0","Logopäde","3564","1084","4648"
"ÖGK","Feb.21","75.0","Ergotherapeut","1866","700","2566"
"ÖGK","Feb.21","","Gesamt","53554","15254","68808"
"ÖGK","Mär.21","63.0","Physiotherapie","48996","14988","63984"
"ÖGK","Mär.21","66.0","Logopäde","2376","1277","3653"
"ÖGK","Mär.21","75.0","Ergotherapeut","2143","934","3077"
"ÖGK","Mär.21","","Gesamt","53515","17199","70714"
"ÖGK","Apr.21","63.0","Physiotherapie","46917","12630","59547"
"ÖGK","Apr.21","66.0","Logopäde","2287","1084","3371"
"ÖGK","Apr.21","75.0","Ergotherapeut","2048","754","2802"
"ÖGK","Apr.21","","Gesamt","51252","14468","65720"
"ÖGK","Mai.21","63.0","Physiotherapie","37345","12193","49538"
"ÖGK","Mai.21","66.0","Logopäde","1668","993","2661"
"ÖGK","Mai.21","75.0","Ergotherapeut","1587","609","2196"
"ÖGK","Mai.21","","Gesamt","40600","13795","54395"
"ÖGK","Jun.21","63.0","Physiotherapie","38660","13542","52202"
"ÖGK","Jun.21","66.0","Logopäde","2016","1281","3297"
"ÖGK","Jun.21","75.0","Ergotherapeut","1874","731","2605"
"ÖGK","Jun.21","","Gesamt","42550","15554","58104"
"ÖGK","Jul.21","63.0","Physiotherapie","37868","15673","53541"
"ÖGK","Jul.21","66.0","Logopäde","1913","1419","3332"
"ÖGK","Jul.21","75.0","Ergotherapeut","3226","1259","4485"
"ÖGK","Jul.21","","Gesamt","43007","18351","61358"
"ÖGK","Aug.21","63.0","Physiotherapie","34538","15734","50272"
"ÖGK","Aug.21","66.0","Logopäde","1812","1602","3414"
"ÖGK","Aug.21","75.0","Ergotherapeut","2093","1027","3120"
"ÖGK","Aug.21","","Gesamt","38443","18363","56806"
"ÖGK","Sep.21","63.0","Physiotherapie","42570","15856","58426"
"ÖGK","Sep.21","66.0","Logopäde","3294","1476","4770"
"ÖGK","Sep.21","75.0","Ergotherapeut","2280","1086","3366"
"ÖGK","Sep.21","","Gesamt","48144","18418","66562"
"ÖGK","Okt.21","63.0","Physiotherapie","40957","17965","58922"
"ÖGK","Okt.21","66.0","Logopäde","2074","1724","3798"
"ÖGK","Okt.21","75.0","Ergotherapeut","2173","1126","3299"
"ÖGK","Okt.21","","Gesamt","45204","20815","66019"
"ÖGK","Nov.21","63.0","Physiotherapie","40999","20667","61666"
"ÖGK","Nov.21","66.0","Logopäde","2153","1703","3856"
"ÖGK","Nov.21","75.0","Ergotherapeut","1967","1106","3073"
"ÖGK","Nov.21","","Gesamt","45119","23476","68595"
"ÖGK","Dez.21","63.0","Physiotherapie","36862","19285","56147"
"ÖGK","Dez.21","66.0","Logopäde","1559","1792","3351"
"ÖGK","Dez.21","75.0","Ergotherapeut","1678","1199","2877"
"ÖGK","Dez.21","","Gesamt","40099","22276","62375"
"ÖGK","Jän.22","63.0","Physiotherapie","33243","16109","49352"
"ÖGK","Jän.22","66.0","Logopäde","1626","1296","2922"
"ÖGK","Jän.22","75.0","Ergotherapeut","1416","949","2365"
"ÖGK","Jän.22","","Gesamt","36285","18354","54639"
"ÖGK","Feb.22","63.0","Physiotherapie","32944","18679","51623"
"ÖGK","Feb.22","66.0","Logopäde","1588","1651","3239"
"ÖGK","Feb.22","75.0","Ergotherapeut","2017","1434","3451"
"ÖGK","Feb.22","","Gesamt","36549","21764","58313"
"ÖGK","Mär.22","63.0","Physiotherapie","44107","20918","65025"
"ÖGK","Mär.22","66.0","Logopäde","2427","1981","4408"
"ÖGK","Mär.22","75.0","Ergotherapeut","2449","1424","3873"
"ÖGK","Mär.22","","Gesamt","48983","24323","73306"
"ÖGK","Apr.22","63.0","Physiotherapie","39148","19162","58310"
"ÖGK","Apr.22","66.0","Logopäde","1619","1974","3593"
"ÖGK","Apr.22","75.0","Ergotherapeut","1998","1264","3262"
"ÖGK","Apr.22","","Gesamt","42765","22400","65165"
"ÖGK","Mai.22","63.0","Physiotherapie","40133","27205","67338"
"ÖGK","Mai.22","66.0","Logopäde","1968","2162","4130"
"ÖGK","Mai.22","75.0","Ergotherapeut","2080","1435","3515"
"ÖGK","Mai.22","","Gesamt","44181","30802","74983"
"ÖGK","Jun.22","63.0","Physiotherapie","34094","17030","51124"
"ÖGK","Jun.22","66.0","Logopäde","2119","1711","3830"
"ÖGK","Jun.22","75.0","Ergotherapeut","1927","1181","3108"
"ÖGK","Jun.22","","Gesamt","38140","19922","58062"
"ÖGK","Jul.22","63.0","Physiotherapie","40184","19181","59365"
"ÖGK","Jul.22","66.0","Logopäde","2330","1686","4016"
"ÖGK","Jul.22","75.0","Ergotherapeut","1910","1414","3324"
"ÖGK","Jul.22","","Gesamt","44424","22281","66705"
"ÖGK","Aug.22","63.0","Physiotherapie","35643","18572","54215"
"ÖGK","Aug.22","66.0","Logopäde","1887","1665","3552"
"ÖGK","Aug.22","75.0","Ergotherapeut","1907","1308","3215"
"ÖGK","Aug.22","","Gesamt","39437","21545","60982"
"ÖGK","Sep.22","63.0","Physiotherapie","41006","20290","61296"
"ÖGK","Sep.22","66.0","Logopäde","2064","1998","4062"
"ÖGK","Sep.22","75.0","Ergotherapeut","2080","1375","3455"
"ÖGK","Sep.22","","Gesamt","45150","23663","68813"
"ÖGK","Okt.22","63.0","Physiotherapie","38166","19526","57692"
"ÖGK","Okt.22","66.0","Logopäde","1792","1901","3693"
"ÖGK","Okt.22","75.0","Ergotherapeut","1908","1295","3203"
"ÖGK","Okt.22","","Gesamt","41866","22722","64588"
"ÖGK","Nov.22","63.0","Physiotherapie","37534","21149","58683"
"ÖGK","Nov.22","66.0","Logopäde","2055","2133","4188"
"ÖGK","Nov.22","75.0","Ergotherapeut","2081","1451","3532"
"ÖGK","Nov.22","","Gesamt","41670","24733","66403"
"ÖGK","Dez.22","63.0","Physiotherapie","35209","19105","54314"
"ÖGK","Dez.22","66.0","Logopäde","1758","1679","3437"
"ÖGK","Dez.22","75.0","Ergotherapeut","1667","1240","2907"
"ÖGK","Dez.22","","Gesamt","38634","22024","60658"
"ÖGK","Jän.23","63.0","Physiotherapie","34857","22982","57839"
"ÖGK","Jän.23","66.0","Logopäde","2001","2069","4070"
"ÖGK","Jän.23","75.0","Ergotherapeut","2099","1655","3754"
"ÖGK","Jän.23","","Gesamt","38957","26706","65663"
"ÖGK","Feb.23","63.0","Physiotherapie","35592","21401","56993"
"ÖGK","Feb.23","66.0","Logopäde","2119","1882","4001"
"ÖGK","Feb.23","75.0","Ergotherapeut","2145","1496","3641"
"ÖGK","Feb.23","","Gesamt","39856","24779","64635"
"ÖGK","Mär.23","63.0","Physiotherapie","57138","27219","84357"
"ÖGK","Mär.23","66.0","Logopäde","3019","2712","5731"
"ÖGK","Mär.23","75.0","Ergotherapeut","2807","2005","4812"
"ÖGK","Mär.23","","Gesamt","62964","31936","94900"
"ÖGK","Apr.23","63.0","Physiotherapie","35193","21802","56995"
"ÖGK","Apr.23","66.0","Logopäde","2028","2119","4147"
"ÖGK","Apr.23","75.0","Ergotherapeut","1858","1534","3392"
"ÖGK","Apr.23","","Gesamt","39079","25455","64534"
"ÖGK","Mai.23","63.0","Physiotherapie","34854","21820","56674"
"ÖGK","Mai.23","66.0","Logopäde","2122","1903","4025"
"ÖGK","Mai.23","75.0","Ergotherapeut","2011","1602","3613"
"ÖGK","Mai.23","","Gesamt","38987","25325","64312"
"ÖGK","Jun.23","63.0","Physiotherapie","63565","21764","85329"
"ÖGK","Jun.23","66.0","Logopäde","4026","2151","6177"
"ÖGK","Jun.23","75.0","Ergotherapeut","2406","1716","4122"
