"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK","Jän.23","5.0","FA für Haut- und Geschlechtskrankheiten","16167.0","14238.0","30405.0"
"ÖGK","Jän.23","6.0","FA für Frauenheilkunde und Geburtshilfe","30425.0","29366.0","59791.0"
"ÖGK","Jän.23","7.0","FA für Innere Medizin","17943.0","12602.0","30545.0"
"ÖGK","Jän.23","8.0","FA für Kinder- und Jugendheilkunde","10896.0","25493.0","36389.0"
"ÖGK","Jän.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","5991.0","5213.0","11204.0"
"ÖGK","Jän.23","10.0","FA für Lungenkrankheiten","1064.0","1357.0","2421.0"
"ÖGK","Jän.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1140.0","479.0","1619.0"
"ÖGK","Jän.23","12.0","FA für Orthopädie und orthopädische Chirurgie","16135.0","11223.0","27358.0"
"ÖGK","Jän.23","13.0","FA für Physikalische Medizin","1018.0","989.0","2007.0"
"ÖGK","Jän.23","14.0","FA für Radiologie","1453.0","860.0","2313.0"
"ÖGK","Jän.23","15.0","FA für Unfallchirurgie","3868.0","3155.0","7023.0"
"ÖGK","Jän.23","16.0","FA für Urologie","5327.0","3702.0","9029.0"
"ÖGK","Jän.23","18.0","FA für Neurochirurgie","913.0","473.0","1386.0"
"ÖGK","Jän.23","19.0","FA für Neurologie","4785.0","2442.0","7227.0"
"ÖGK","Jän.23","20.0","FA für Psychiatrie","8234.0","6256.0","14490.0"
"ÖGK","Jän.23","21.0","FA für Plastische Chirurgie","442.0","371.0","813.0"
"ÖGK","Jän.23","22.0","FA für Kinderchirurgie","62.0","140.0","202.0"
"ÖGK","Jän.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","823.0","424.0","1247.0"
"ÖGK","Jän.23","24.0","FA für Nuklearmedizin","1223.0","1524.0","2747.0"
"ÖGK","Jän.23","26.0","FA für Strahlentherapie - Radioonkologie","11.0","7.0","18.0"
"ÖGK","Jän.23","29.0","FA für Immunologie","3.0","20.0","23.0"
"ÖGK","Jän.23","32.0","FA für Kinder- und Jugendpsychiatrie","294.0","285.0","579.0"
"ÖGK","Jän.23","34.0","FA für medizinische Biologie","","",""
"ÖGK","Jän.23","50.0","FA für medizinische und chemische Labordiagnostik","75.0","74.0","149.0"
"ÖGK","Jän.23","53.0","FA für Pathologie und Histologie","56.0","51.0","107.0"
"ÖGK","Jän.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","8.0","14.0","22.0"
"ÖGK","Jän.23","","Gesamt","172735.0","163013.0","335748.0"
"ÖGK","Feb.23","5.0","FA für Haut- und Geschlechtskrankheiten","17428.0","13425.0","30853.0"
"ÖGK","Feb.23","6.0","FA für Frauenheilkunde und Geburtshilfe","30524.0","26999.0","57523.0"
"ÖGK","Feb.23","7.0","FA für Innere Medizin","18537.0","11437.0","29974.0"
"ÖGK","Feb.23","8.0","FA für Kinder- und Jugendheilkunde","11010.0","22037.0","33047.0"
"ÖGK","Feb.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","5143.0","5119.0","10262.0"
"ÖGK","Feb.23","10.0","FA für Lungenkrankheiten","964.0","1336.0","2300.0"
"ÖGK","Feb.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1011.0","519.0","1530.0"
"ÖGK","Feb.23","12.0","FA für Orthopädie und orthopädische Chirurgie","15523.0","11006.0","26529.0"
"ÖGK","Feb.23","13.0","FA für Physikalische Medizin","965.0","871.0","1836.0"
"ÖGK","Feb.23","14.0","FA für Radiologie","1506.0","715.0","2221.0"
"ÖGK","Feb.23","15.0","FA für Unfallchirurgie","3377.0","2710.0","6087.0"
"ÖGK","Feb.23","16.0","FA für Urologie","4845.0","3214.0","8059.0"
"ÖGK","Feb.23","18.0","FA für Neurochirurgie","917.0","417.0","1334.0"
"ÖGK","Feb.23","19.0","FA für Neurologie","4471.0","2188.0","6659.0"
"ÖGK","Feb.23","20.0","FA für Psychiatrie","7467.0","6252.0","13719.0"
"ÖGK","Feb.23","21.0","FA für Plastische Chirurgie","367.0","332.0","699.0"
"ÖGK","Feb.23","22.0","FA für Kinderchirurgie","58.0","125.0","183.0"
"ÖGK","Feb.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","765.0","451.0","1216.0"
"ÖGK","Feb.23","24.0","FA für Nuklearmedizin","1338.0","1471.0","2809.0"
"ÖGK","Feb.23","26.0","FA für Strahlentherapie - Radioonkologie","21.0","10.0","31.0"
"ÖGK","Feb.23","29.0","FA für Immunologie","16.0","21.0","37.0"
"ÖGK","Feb.23","32.0","FA für Kinder- und Jugendpsychiatrie","214.0","350.0","564.0"
"ÖGK","Feb.23","34.0","FA für medizinische Biologie","","",""
"ÖGK","Feb.23","50.0","FA für medizinische und chemische Labordiagnostik","89.0","66.0","155.0"
"ÖGK","Feb.23","53.0","FA für Pathologie und Histologie","55.0","32.0","87.0"
"ÖGK","Feb.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","18.0","10.0","28.0"
"ÖGK","Feb.23","","Gesamt","173856.0","149194.0","323050.0"
"ÖGK","Mär.23","5.0","FA für Haut- und Geschlechtskrankheiten","19956.0","18151.0","38107.0"
"ÖGK","Mär.23","6.0","FA für Frauenheilkunde und Geburtshilfe","35712.0","37617.0","73329.0"
"ÖGK","Mär.23","7.0","FA für Innere Medizin","22875.0","15919.0","38794.0"
"ÖGK","Mär.23","8.0","FA für Kinder- und Jugendheilkunde","14845.0","29873.0","44718.0"
"ÖGK","Mär.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","7198.0","6953.0","14151.0"
"ÖGK","Mär.23","10.0","FA für Lungenkrankheiten","1175.0","1643.0","2818.0"
"ÖGK","Mär.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1149.0","716.0","1865.0"
"ÖGK","Mär.23","12.0","FA für Orthopädie und orthopädische Chirurgie","18467.0","15020.0","33487.0"
"ÖGK","Mär.23","13.0","FA für Physikalische Medizin","1194.0","1152.0","2346.0"
"ÖGK","Mär.23","14.0","FA für Radiologie","2164.0","1092.0","3256.0"
"ÖGK","Mär.23","15.0","FA für Unfallchirurgie","4437.0","3752.0","8189.0"
"ÖGK","Mär.23","16.0","FA für Urologie","6055.0","4384.0","10439.0"
"ÖGK","Mär.23","18.0","FA für Neurochirurgie","1088.0","590.0","1678.0"
"ÖGK","Mär.23","19.0","FA für Neurologie","5540.0","3300.0","8840.0"
